Music,Slow songs or fast songs,Dance,Folk,Country,Classical music,Musical,Pop,Rock,Metal or Hardrock,Punk,"Hiphop, Rap",Horror,Thriller,Comedy,Romantic,Sci-fi,War,Fantasy/Fairy tales,Animated,Documentary,Western,Action,History,Cars,Art exhibitions,Religion,"Countryside, outdoors",Dancing,Musical instruments,Writing,Passive sport,Active sport,Gardening,Celebrities,Shopping,Science and technology,Theatre,Fun with friends,Adrenaline sports,Alcohol,Number of friends,Socializing,Life struggles,Shopping centres,Branded clothing,Entertainment spending,Spending on looks,Spending on gadgets,Spending on healthy eating,Age,Gender
5,3,4,3,2,4,5,5,4,1,2,3,1,3,5,5,3,4,5,5,3,2,4,3,2,3,5,5,3,1,3,4,1,1,4,3,3,5,5,3,social drinker,4,1,4,5,4,3,2,2,4,18,female
5,4,3,2,2,2,2,3,5,4,3,2,2,4,5,2,3,4,5,5,3,4,5,5,4,3,3,5,3,4,3,4,3,3,4,4,4,3,5,3,social drinker,2,3,2,3,3,3,2,3,4,20,male
5,3,3,2,4,3,4,4,5,2,2,5,5,5,5,4,2,3,3,5,3,4,4,4,1,2,3,4,5,4,2,3,4,2,3,4,3,3,4,4,never,5,4,3,3,2,3,3,3,3,16,female
5,3,4,2,2,2,2,5,3,2,3,2,2,3,5,5,3,2,4,4,3,2,4,1,1,2,4,4,2,2,1,3,1,1,4,4,2,3,5,4,social drinker,3,3,3,3,3,3,3,3,4,18,female
5,4,3,2,2,3,2,5,4,2,2,2,5,4,5,5,4,5,3,3,4,2,2,4,1,1,1,4,1,1,1,4,3,3,3,2,1,2,5,2,social drinker,3,3,5,3,5,5,3,2,5,19,female
5,3,3,2,1,4,4,5,3,1,1,5,3,4,5,3,3,3,4,5,5,1,5,3,4,3,1,4,1,1,3,4,2,2,5,4,4,3,2,2,social drinker,3,3,4,4,4,2,3,3,3,20,female
5,5,3,3,4,2,1,2,5,4,5,2,4,5,5,5,4,5,3,3,3,3,3,1,5,1,1,3,1,1,1,3,5,1,1,3,1,3,5,3,social drinker,4,5,1,3,5,5,5,4,5,18,male
5,3,4,2,3,3,2,4,4,1,2,4,4,5,4,4,2,4,5,4,3,1,2,3,3,1,2,4,3,1,1,5,3,2,5,5,3,2,5,2,drink a lot,3,4,5,5,4,4,5,3,4,17,female
5,3,4,2,1,4,3,3,5,3,3,3,1,1,5,3,4,2,4,4,4,1,3,4,1,2,2,3,1,1,1,,4,1,4,3,3,5,4,1,social drinker,3,2,3,2,1,2,3,1,3,22,female
5,5,3,2,3,3,3,2,5,2,2,5,2,1,5,3,3,5,2,2,2,5,2,2,5,3,3,3,5,3,4,1,5,4,3,2,4,3,5,5,social drinker,4,2,1,3,3,4,3,4,5,17,male
4,3,3,2,3,3,5,3,2,1,1,2,3,1,5,5,1,2,5,5,3,2,3,3,2,2,5,5,4,1,4,5,3,3,1,3,3,4,3,1,social drinker,2,2,5,1,3,1,2,1,2,22,female
5,2,2,3,3,2,3,2,3,2,2,2,4,5,5,2,1,5,3,4,4,1,1,4,1,1,1,5,1,1,1,3,2,2,2,4,3,4,5,3,never,4,2,5,3,2,1,2,3,4,24,female
5,5,4,3,2,3,3,4,4,2,2,4,5,4,5,3,4,5,3,3,4,2,3,5,5,3,4,4,4,4,2,3,5,2,2,3,5,5,5,4,social drinker,3,5,2,3,2,5,2,4,2,17,male
5,4,3,1,2,3,2,5,3,1,2,3,5,4,5,3,4,1,3,5,5,1,3,1,2,1,1,4,1,1,1,1,1,2,3,2,5,1,4,1,never,3,1,2,2,3,1,1,2,1,17,male
5,3,5,1,2,3,2,3,3,1,1,5,2,2,5,1,2,5,5,5,5,3,4,3,5,1,3,5,2,1,1,1,5,4,4,1,5,2,5,5,drink a lot,5,3,1,1,3,4,3,4,2,17,male
5,3,,,,4,3,3,5,2,2,2,4,3,5,5,3,1,4,4,3,1,3,2,1,4,5,5,5,5,2,4,2,1,4,5,4,5,5,4,social drinker,3,3,5,5,4,4,5,3,3,15,female
5,3,2,2,1,5,3,2,5,5,5,1,1,2,5,5,1,3,5,5,5,1,2,5,3,2,2,4,2,5,1,4,5,2,3,4,2,2,3,2,social drinker,4,3,1,4,4,2,2,1,4,18,female
5,4,1,1,1,1,1,2,2,2,2,5,5,5,5,1,4,5,1,1,4,5,5,3,4,3,1,3,5,3,4,5,5,3,4,5,5,1,5,5,social drinker,3,3,1,5,5,5,5,5,5,16,male
5,4,1,1,1,1,1,3,3,1,1,5,3,4,5,3,4,3,2,1,3,2,5,5,4,3,1,3,1,1,1,5,3,1,2,3,2,1,5,3,drink a lot,3,3,3,2,4,5,3,1,3,17,male
5,4,3,2,2,2,2,4,4,4,4,2,1,3,5,2,4,3,3,3,3,,5,2,2,1,1,3,1,1,1,3,5,1,3,2,4,1,4,5,drink a lot,3,3,3,5,5,5,5,5,5,18,male
5,4,3,5,2,5,5,4,2,1,1,1,1,1,5,2,3,1,5,5,5,3,4,3,1,2,1,5,5,5,1,1,5,5,1,4,4,5,5,4,never,4,2,1,4,2,4,5,5,3,16,male
5,4,5,2,1,2,3,5,2,1,1,3,5,5,5,5,2,1,5,5,3,1,3,3,3,2,1,5,1,1,1,4,5,1,3,5,1,3,5,5,social drinker,3,5,4,5,5,5,5,5,5,17,female
2,3,4,2,2,1,1,4,4,3,3,2,3,3,4,2,5,3,2,5,2,3,5,2,4,1,1,1,1,1,1,4,3,1,1,1,5,1,5,3,social drinker,3,2,2,2,4,3,3,4,3,20,male
5,3,3,2,4,5,3,5,5,2,4,1,4,4,5,5,2,3,5,5,4,2,3,3,2,2,3,5,3,4,1,5,5,4,4,5,3,3,5,4,social drinker,3,4,4,5,5,3,4,4,3,16,female
5,5,2,1,3,2,1,2,5,5,1,1,2,5,5,3,3,5,3,2,5,5,4,1,3,1,1,5,1,1,1,5,1,3,1,1,2,1,5,5,social drinker,4,4,4,3,4,3,4,2,3,19,male
5,3,3,1,2,3,2,4,2,1,1,4,4,4,5,4,2,2,2,2,3,2,2,4,3,4,2,2,2,4,3,1,3,2,2,4,2,5,5,3,social drinker,3,4,4,4,4,3,3,2,4,18,female
5,3,3,3,2,4,4,4,4,2,3,3,1,4,4,5,3,4,5,5,3,2,3,3,3,4,5,5,3,5,4,1,4,3,4,5,4,5,5,1,social drinker,4,4,4,5,5,4,5,4,4,20,female
5,4,2,1,3,1,2,4,3,1,1,5,2,4,5,3,3,4,5,5,2,2,4,4,4,1,1,3,1,1,2,5,5,1,3,3,3,,5,2,drink a lot,5,3,2,3,4,4,2,4,4,19,male
4,3,5,3,3,2,1,3,5,2,1,3,2,2,5,3,3,5,3,2,4,3,3,5,1,1,2,4,2,2,1,3,4,2,3,2,2,2,4,1,social drinker,3,3,1,2,2,4,2,3,3,19,male
5,3,4,2,4,3,2,5,2,1,2,4,1,2,5,5,3,3,5,5,5,3,4,5,3,3,1,3,1,1,1,1,5,1,3,5,2,3,5,1,social drinker,3,3,3,5,3,4,4,4,4,20,female
5,3,4,1,2,1,3,5,5,1,1,5,1,2,5,5,1,2,5,3,3,2,4,4,3,2,1,3,4,1,2,5,5,1,4,5,4,,4,,social drinker,3,2,5,5,4,5,5,3,4,23,female
5,1,3,5,5,5,2,2,5,4,2,3,5,4,5,4,3,1,5,5,2,1,2,4,4,5,5,5,4,5,4,3,5,2,1,3,3,5,5,3,social drinker,5,5,5,5,1,1,1,1,5,19,female
5,3,2,3,2,4,5,3,5,4,5,2,2,5,2,3,4,3,3,3,4,3,4,5,4,1,1,2,2,4,2,3,3,1,2,2,4,5,5,5,social drinker,4,3,4,2,1,1,1,5,4,19,female
5,3,1,3,2,4,5,3,5,3,5,2,1,4,2,3,4,3,2,2,4,3,4,5,3,1,2,2,2,5,2,1,4,1,2,1,4,5,5,5,social drinker,4,3,4,1,1,1,1,4,4,19,female
2,4,4,2,3,3,2,4,5,4,3,3,2,4,3,2,1,4,1,1,4,4,5,3,2,2,1,2,1,1,1,5,5,1,3,4,3,2,4,4,social drinker,4,3,1,5,5,3,4,4,2,20,male
5,3,2,2,3,4,2,1,5,4,5,1,1,5,2,2,1,5,2,2,5,3,4,5,5,4,4,5,1,3,2,4,3,1,1,3,2,3,4,5,social drinker,3,3,2,3,3,3,4,2,4,24,male
5,2,2,1,2,2,2,4,4,2,2,3,5,5,5,2,5,4,3,3,3,4,5,1,3,1,1,1,1,1,1,4,3,1,3,2,,1,5,3,social drinker,3,3,1,2,4,3,2,5,4,19,male
5,3,3,1,3,4,1,5,5,4,4,1,2,4,5,4,5,5,3,3,5,2,5,5,5,1,3,4,2,1,1,5,5,1,1,2,4,3,5,5,social drinker,4,3,1,2,3,2,3,3,3,20,male
5,4,5,2,2,3,3,5,3,1,1,3,5,5,,5,5,3,5,5,5,3,5,3,4,1,1,,1,1,1,5,2,3,5,5,3,2,5,4,drink a lot,3,2,5,,4,3,3,3,4,18,female
5,4,3,3,2,4,3,5,5,3,3,4,1,4,5,3,1,3,5,5,5,2,5,4,2,2,1,5,4,2,1,3,3,3,1,5,3,3,5,3,social drinker,3,5,4,3,5,3,4,2,4,19,female
5,3,5,5,5,5,5,5,5,3,3,2,1,2,5,5,3,2,5,5,3,3,2,2,2,3,5,5,5,5,3,2,5,3,1,3,3,3,5,2,social drinker,5,5,2,3,2,3,3,4,3,19,female
5,4,2,1,1,1,1,5,3,1,1,2,2,4,5,4,5,3,4,4,1,3,5,5,5,1,1,4,1,1,1,5,4,1,3,1,3,,5,5,drink a lot,3,4,2,2,3,2,1,1,2,20,male
5,3,5,2,2,1,2,5,3,1,1,3,3,4,5,5,2,4,5,3,3,2,2,2,2,1,1,4,3,1,1,5,4,1,3,5,4,3,5,5,social drinker,3,4,5,5,5,5,5,5,4,21,female
5,3,4,2,1,1,3,5,4,2,2,5,1,2,5,5,2,1,5,5,3,1,3,2,3,1,1,3,1,1,1,5,5,2,2,3,2,4,3,1,social drinker,2,3,4,2,1,1,1,2,2,20,female
5,5,,1,1,1,1,4,1,1,1,5,2,3,5,5,1,1,5,5,5,1,2,2,1,1,1,3,4,1,1,4,5,,3,3,2,2,4,1,social drinker,4,5,5,5,2,3,1,1,1,20,female
5,3,2,3,3,4,2,3,5,4,3,1,5,5,5,3,1,3,4,4,4,1,2,3,4,5,4,4,2,4,3,5,3,2,1,2,3,4,5,5,social drinker,2,4,3,2,3,1,1,3,5,17,female
5,5,5,,2,2,4,5,4,1,1,4,5,4,5,3,2,1,5,5,4,1,2,4,1,4,1,5,5,2,1,5,2,2,1,3,1,4,5,5,drink a lot,3,3,4,1,2,5,3,1,1,20,female
5,3,5,4,3,4,5,4,4,2,2,3,3,4,5,3,4,4,5,5,4,3,5,3,3,3,4,4,5,5,1,3,5,1,2,3,5,4,4,3,social drinker,4,2,2,3,3,3,2,3,4,25,male
5,4,4,3,2,2,3,4,4,1,1,4,4,3,4,3,2,1,5,4,2,1,4,3,2,1,2,3,4,5,1,3,3,1,4,5,3,2,5,5,social drinker,5,5,4,3,3,3,4,3,3,20,female
5,4,2,2,3,4,3,2,5,3,3,1,1,5,4,3,4,3,5,5,4,2,4,5,2,4,1,1,2,1,1,4,1,1,1,4,3,5,5,2,drink a lot,3,2,3,5,5,3,4,3,2,21,female
5,3,4,3,4,2,2,5,1,1,1,4,4,2,5,5,2,4,5,5,4,2,4,4,5,2,1,4,5,1,2,,5,1,5,5,2,2,5,4,social drinker,5,4,4,5,4,4,5,5,5,21,female
5,3,2,2,2,3,4,3,5,3,4,3,5,5,5,4,2,1,4,4,5,1,5,1,2,2,1,2,1,2,1,1,4,1,1,2,5,3,5,3,drink a lot,3,3,2,3,4,4,4,5,4,22,male
5,3,5,4,4,5,4,4,5,3,3,4,3,3,5,5,5,4,5,5,4,4,5,3,4,3,1,5,3,3,1,5,3,1,3,2,5,4,5,5,drink a lot,4,5,3,4,4,5,3,5,4,25,male
5,3,5,2,2,2,4,5,2,1,1,5,5,5,5,5,1,1,5,5,3,1,5,2,3,3,3,3,3,2,1,4,3,1,5,5,3,3,5,4,social drinker,3,5,5,5,5,5,5,5,4,25,female
5,3,3,4,2,4,4,5,4,1,3,4,3,5,4,4,2,5,5,3,4,1,5,3,2,3,5,4,3,5,5,2,4,3,1,4,3,3,3,3,social drinker,4,4,5,4,2,2,4,2,2,25,female
5,4,3,2,2,3,3,3,2,1,1,2,3,3,4,4,3,3,4,4,4,2,2,2,2,5,1,4,2,4,4,5,5,3,2,5,2,2,4,2,social drinker,4,5,4,5,4,3,4,2,4,21,female
4,3,1,1,2,3,2,2,2,1,2,2,1,1,4,3,3,2,5,5,5,4,4,5,4,2,4,4,2,2,2,3,3,1,2,3,3,3,5,1,social drinker,3,3,2,4,3,1,2,3,4,20,male
5,4,4,3,1,3,2,4,3,1,1,5,4,5,4,4,2,3,5,5,3,3,3,3,3,2,2,3,3,1,1,2,1,2,3,4,2,4,5,3,social drinker,3,3,5,4,2,2,3,1,3,30,female
5,4,1,1,3,1,1,1,3,5,3,2,5,4,3,1,5,5,2,1,3,4,5,5,3,1,1,3,1,1,1,1,5,2,1,2,3,1,3,3,never,3,3,1,2,3,1,2,3,5,21,male
5,4,3,1,3,1,2,3,4,5,3,3,4,4,3,2,5,5,3,2,3,3,5,4,5,1,1,4,1,1,1,4,5,1,1,3,5,1,5,3,social drinker,3,4,1,2,4,3,3,4,4,21,male
5,3,3,5,2,2,3,4,1,1,1,4,3,3,5,5,2,2,3,3,2,1,3,1,,3,4,3,2,3,2,4,2,1,5,5,3,4,3,1,never,3,4,5,5,1,2,5,3,4,21,female
5,4,3,3,2,2,2,2,3,3,3,5,1,3,5,5,3,2,3,2,5,3,4,3,3,4,4,5,5,1,3,5,4,,4,5,5,3,5,4,social drinker,4,5,3,5,3,1,3,3,3,20,female
5,4,2,4,1,5,5,4,4,3,4,2,4,5,5,4,4,2,2,3,1,1,3,5,1,5,5,5,3,5,2,4,2,3,2,3,4,5,5,2,social drinker,4,4,2,3,3,4,4,4,2,22,female
5,3,4,1,2,3,1,4,2,1,1,3,2,3,4,2,4,4,4,4,4,2,4,5,1,4,2,3,1,1,1,1,1,1,1,2,5,2,4,1,social drinker,3,3,1,3,3,3,3,5,4,19,male
5,3,5,5,1,5,2,4,5,4,1,1,4,4,5,2,1,5,5,5,5,1,4,5,5,1,3,5,1,1,1,,3,2,3,2,4,1,5,3,social drinker,2,4,4,2,1,3,1,4,2,25,male
5,3,4,5,5,5,2,4,5,1,5,3,1,1,5,5,5,1,5,5,5,1,2,2,1,4,5,5,1,5,1,5,3,2,1,3,3,3,5,5,social drinker,3,3,3,4,4,3,4,3,4,20,female
5,3,4,5,1,4,5,5,4,1,1,3,1,3,5,5,5,1,5,5,3,1,3,1,4,1,5,5,3,5,1,5,1,1,1,2,1,3,4,1,social drinker,3,3,3,1,3,3,3,3,3,21,female
5,3,4,2,3,3,3,3,3,1,3,3,3,3,5,3,2,4,5,5,4,2,3,4,2,5,3,4,4,1,3,1,3,1,3,4,3,5,5,4,drink a lot,3,3,4,4,3,3,4,2,3,19,female
5,4,5,1,5,1,5,4,4,1,3,4,2,3,5,5,3,2,2,2,1,5,2,1,3,5,2,5,5,2,2,1,5,1,5,5,3,1,5,4,never,5,5,2,5,4,3,4,5,5,16,female
5,5,4,2,1,3,1,4,5,1,5,4,5,5,5,1,5,5,5,5,5,5,5,3,5,1,1,2,1,5,1,5,5,1,1,5,5,1,5,5,social drinker,5,5,1,5,3,3,3,5,5,20,male
5,3,3,2,2,3,4,5,5,1,1,4,1,3,4,5,2,3,5,5,2,1,3,5,5,2,3,4,4,5,1,1,5,1,2,5,2,4,5,1,social drinker,5,5,5,4,3,2,4,3,4,18,female
5,3,4,3,1,2,2,4,4,4,4,2,3,3,4,2,3,5,3,3,4,2,5,4,4,2,3,4,1,1,1,5,4,1,3,2,4,2,5,5,social drinker,3,3,2,3,2,3,2,2,3,21,male
5,3,4,3,2,5,3,5,3,2,1,3,4,3,4,4,3,2,4,4,4,1,2,4,1,3,3,2,1,1,5,1,1,1,1,4,5,4,5,1,social drinker,5,5,3,5,4,3,3,4,4,18,male
5,3,3,1,1,1,1,5,5,1,2,4,5,5,5,4,1,3,5,5,4,1,1,1,1,1,1,3,3,1,1,5,1,1,5,5,1,4,5,5,drink a lot,3,4,5,5,5,5,5,1,3,19,female
5,5,1,2,1,2,2,1,2,4,5,1,5,5,3,1,3,4,1,1,3,2,4,4,2,4,4,4,1,1,1,3,4,1,1,1,4,3,5,4,drink a lot,3,2,3,1,5,5,2,3,4,18,male
5,1,4,4,2,2,3,5,1,1,1,1,1,5,5,4,3,1,3,3,3,1,2,1,1,2,3,3,1,1,1,1,3,3,3,5,3,5,3,2,social drinker,2,2,5,5,3,1,2,1,1,18,female
5,4,1,1,1,3,1,2,5,3,5,1,1,3,5,1,2,3,5,5,5,1,4,5,1,3,3,3,1,1,1,3,1,1,2,3,2,4,5,3,social drinker,4,3,3,2,1,5,4,5,4,20,female
5,2,2,3,2,5,5,5,4,1,1,2,1,2,5,5,5,5,5,5,5,2,5,5,2,5,2,4,5,1,5,5,2,3,4,4,4,5,5,2,social drinker,3,3,4,3,1,1,1,2,3,18,female
5,5,4,1,1,1,4,5,1,1,1,4,5,5,5,5,5,5,5,5,5,3,5,4,5,2,1,5,5,2,2,5,5,4,5,5,5,5,5,5,social drinker,5,4,5,5,3,4,4,3,4,28,female
5,5,5,3,3,2,2,3,,1,1,5,1,2,5,5,2,5,5,5,4,3,2,3,5,1,1,5,3,1,1,2,1,2,,3,2,1,5,2,social drinker,4,5,3,5,3,2,3,1,2,19,female
5,3,3,1,1,2,3,4,5,3,5,3,4,5,5,5,5,5,5,5,5,1,5,3,3,5,3,5,5,1,1,1,5,4,5,5,3,5,5,3,social drinker,1,5,5,4,3,3,3,1,1,21,female
5,3,3,3,1,5,1,2,3,1,2,2,2,4,4,3,4,2,5,5,5,1,3,3,1,5,3,4,1,1,5,1,1,1,1,2,4,5,5,1,social drinker,5,5,4,1,1,4,2,1,4,19,male
5,3,5,3,2,4,5,5,3,2,4,3,1,3,4,5,3,1,5,5,3,1,3,2,1,4,2,4,4,5,2,5,3,2,5,5,2,4,4,2,social drinker,2,3,5,2,3,2,2,2,3,18,female
5,4,2,1,2,3,2,2,5,4,4,2,4,5,4,3,2,2,5,4,,2,2,2,2,3,1,4,1,1,4,,5,1,4,3,3,5,5,4,drink a lot,3,3,2,2,5,4,5,5,5,21,female
5,5,3,3,3,4,2,4,4,2,2,2,1,3,5,4,4,3,4,5,5,2,3,4,1,2,5,5,4,2,1,1,5,3,1,4,3,3,5,4,never,3,3,4,4,4,2,2,2,2,19,female
4,3,4,1,3,2,3,2,2,1,1,3,4,4,5,3,3,2,4,5,4,3,5,2,5,2,2,4,1,1,1,4,1,3,2,2,5,4,5,4,never,4,4,3,4,3,4,3,4,4,19,male
5,3,4,4,4,2,4,5,4,3,4,2,3,5,4,3,3,2,2,2,5,1,2,3,1,2,1,1,1,1,1,2,1,1,3,2,4,2,5,2,drink a lot,4,2,5,1,1,3,3,3,5,19,female
5,4,4,1,2,2,3,5,3,1,1,4,1,3,4,1,4,3,2,3,5,4,5,5,5,3,1,4,5,1,1,4,5,1,2,4,4,3,5,4,social drinker,3,4,2,4,5,2,5,4,3,18,male
5,3,2,1,1,1,2,3,3,1,2,3,3,3,4,4,2,3,1,1,3,1,3,1,,1,1,1,2,2,2,4,2,1,2,2,2,2,5,3,social drinker,3,2,5,3,1,4,5,3,3,18,female
5,3,1,1,1,2,3,4,5,4,4,4,1,2,4,5,2,2,5,5,4,1,2,1,1,1,2,3,1,1,4,2,1,3,4,3,5,2,4,1,social drinker,4,3,2,3,1,1,2,2,2,18,female
5,5,5,2,2,1,1,4,2,1,1,4,3,5,5,3,3,4,2,2,3,2,5,4,4,1,1,3,1,1,1,5,5,1,3,3,1,1,5,2,social drinker,5,3,1,4,4,5,5,1,3,19,male
5,3,4,1,2,4,3,4,4,1,1,3,3,3,5,4,2,3,3,2,3,2,2,4,3,2,1,3,4,2,1,3,3,2,4,4,3,3,5,3,drink a lot,3,4,5,3,4,3,4,4,4,19,female
5,1,3,2,1,2,2,5,,1,3,1,1,2,5,5,2,1,5,5,,1,3,1,1,1,1,4,5,1,1,2,5,1,2,3,3,3,5,2,social drinker,3,3,4,2,1,3,3,2,5,19,female
5,3,4,2,4,3,3,5,4,1,4,3,5,4,5,4,3,3,5,5,4,3,3,2,2,4,3,3,2,5,2,3,4,2,4,3,4,4,5,2,drink a lot,3,3,4,4,2,4,5,3,3,18,female
5,4,3,2,4,2,2,2,3,4,4,2,3,3,4,2,3,3,2,3,3,2,2,3,2,4,2,5,3,1,2,3,4,1,1,2,3,3,5,5,social drinker,3,3,5,1,1,3,2,2,4,19,female
5,3,4,2,2,2,3,5,3,1,1,4,1,2,5,5,3,1,5,5,3,1,3,4,1,1,1,4,5,1,1,4,5,3,5,5,3,2,5,3,social drinker,4,3,4,5,5,3,4,4,5,20,female
4,3,4,1,2,2,1,3,3,1,1,4,4,3,5,1,3,3,1,2,3,1,4,1,3,1,1,1,1,3,1,5,3,1,1,2,2,1,5,3,drink a lot,3,2,1,1,3,2,4,4,3,19,male
5,3,4,2,2,2,2,4,4,1,1,4,3,4,5,4,3,3,4,4,3,2,2,3,3,2,1,4,1,1,1,3,1,1,3,5,3,4,5,3,drink a lot,5,5,2,4,3,4,4,4,4,19,female
5,3,3,3,1,2,5,3,4,2,2,2,5,5,5,4,2,1,5,5,4,1,2,2,2,1,2,4,3,1,1,2,1,2,2,3,3,5,5,2,social drinker,3,3,4,1,3,4,2,2,3,19,female
5,4,4,3,1,5,3,5,3,1,1,2,4,5,5,3,5,3,5,5,5,1,5,3,4,1,2,1,2,1,1,5,4,4,5,3,5,1,5,1,social drinker,4,3,2,2,3,3,5,5,5,22,male
5,3,4,1,1,1,1,5,3,3,3,3,3,5,5,5,1,1,5,2,3,1,1,1,4,5,3,5,5,1,1,5,5,2,3,5,3,4,5,4,social drinker,5,5,5,5,5,5,5,5,5,28,female
5,4,2,2,1,1,5,3,4,2,2,2,5,5,5,4,2,1,5,5,4,1,2,2,2,1,2,4,3,1,1,2,1,2,2,3,3,5,5,2,social drinker,3,3,4,2,3,4,3,2,2,19,female
4,4,2,1,1,2,3,4,5,3,4,3,5,5,5,4,2,2,5,5,4,1,3,3,1,3,1,4,2,5,1,4,1,2,5,5,2,2,5,4,social drinker,3,3,4,5,3,3,4,1,4,21,female
5,3,4,2,1,2,3,5,5,2,5,3,1,3,5,5,1,1,5,4,3,1,5,1,2,4,3,4,4,3,2,3,5,4,4,5,2,3,4,1,social drinker,3,2,5,4,2,1,3,2,4,19,female
5,5,3,1,1,1,1,3,2,1,4,5,3,3,5,1,2,2,1,1,4,2,5,5,5,1,4,2,1,1,1,5,5,1,1,1,4,2,5,4,drink a lot,2,2,1,1,5,4,3,5,3,22,male
5,4,4,2,1,2,1,4,5,2,3,2,2,4,5,3,5,5,2,3,4,2,5,3,5,1,3,4,2,2,2,5,3,1,1,1,4,1,5,4,social drinker,3,3,1,3,1,3,1,4,4,19,male
4,2,2,2,3,3,3,2,3,2,3,1,1,2,5,4,1,2,5,5,4,2,1,2,1,5,4,4,2,4,1,4,1,1,1,3,3,5,5,5,social drinker,3,4,3,3,4,3,3,2,3,19,female
5,4,3,1,1,1,1,2,4,2,4,5,5,5,5,2,2,3,3,3,5,3,5,4,4,1,5,1,1,1,1,5,5,1,1,1,3,1,5,5,drink a lot,5,5,2,2,5,5,5,5,4,22,male
5,3,3,1,1,3,3,5,3,1,1,3,1,1,4,5,1,1,4,5,2,1,2,1,1,4,5,5,1,1,1,3,1,3,1,5,1,3,5,1,social drinker,3,2,5,4,1,1,2,1,4,18,female
5,3,3,2,2,3,4,3,1,1,2,2,2,3,5,3,3,4,3,3,4,4,4,5,1,2,1,4,2,1,1,1,3,1,2,3,4,4,4,2,never,3,4,2,2,3,2,4,2,4,17,female
5,3,3,1,3,3,3,4,3,1,1,4,3,3,3,3,3,3,3,3,3,3,3,1,5,1,1,3,1,1,1,1,5,2,5,4,4,1,5,5,drink a lot,5,3,4,5,3,2,3,3,3,19,male
4,2,4,3,2,3,2,3,2,2,1,4,2,2,5,4,2,1,3,3,2,1,4,1,1,1,1,2,1,1,1,2,2,1,2,3,1,2,4,1,social drinker,3,2,4,4,1,2,2,1,3,20,female
5,5,5,1,1,1,1,4,3,1,3,4,5,5,5,3,4,3,5,5,3,3,5,3,3,1,3,5,3,1,1,3,3,1,3,2,5,2,5,3,drink a lot,5,4,1,2,3,4,3,5,5,22,male
5,3,4,2,2,2,2,3,5,4,5,2,2,4,5,3,5,4,4,5,4,3,5,3,5,1,1,4,1,1,1,2,5,1,1,3,5,1,5,5,social drinker,5,3,1,3,3,3,2,2,4,20,male
5,2,1,1,1,1,1,2,4,4,3,1,1,2,4,3,1,1,4,3,5,1,2,5,4,3,3,4,1,4,3,1,1,1,1,1,1,2,3,1,drink a lot,2,1,1,1,1,2,1,2,3,29,male
5,3,5,1,1,3,1,5,3,1,1,5,3,3,5,3,3,1,2,2,5,1,4,3,5,3,3,3,1,5,,2,5,1,2,3,5,4,5,5,social drinker,5,5,1,3,1,2,3,5,5,19,male
5,3,2,1,1,4,3,4,5,4,3,3,1,2,5,4,1,1,3,3,4,1,3,3,1,5,2,3,2,1,4,2,3,2,2,3,3,2,,2,social drinker,4,4,3,4,3,5,4,2,3,20,female
5,3,2,1,1,2,4,2,5,3,3,1,4,4,4,3,4,2,3,3,3,3,4,2,1,3,1,3,2,4,2,2,3,1,,1,3,3,4,4,social drinker,3,3,4,5,5,4,3,2,5,18,female
5,4,5,2,3,2,3,4,4,2,2,2,4,4,3,1,4,4,1,2,2,2,5,2,4,,4,3,4,3,5,2,1,1,2,4,3,5,5,1,never,4,3,1,2,4,4,3,4,4,30,male
5,3,3,2,2,3,3,3,4,3,4,3,4,4,5,3,3,2,4,4,3,2,5,2,2,2,2,3,2,4,1,3,2,3,2,3,4,3,5,2,social drinker,3,4,3,3,2,3,3,2,3,20,female
5,4,5,3,5,3,4,5,4,2,3,4,2,4,5,5,5,2,5,5,5,3,4,3,3,4,2,4,4,3,1,5,3,4,2,5,4,5,5,3,social drinker,4,4,5,4,3,3,4,3,4,21,female
5,4,4,4,1,5,1,1,2,4,1,1,1,4,3,2,4,4,3,2,5,5,2,5,2,5,3,4,1,4,5,1,2,1,1,1,4,3,5,1,social drinker,2,2,2,1,1,4,2,3,5,22,male
3,4,2,1,3,1,1,3,4,2,4,4,1,4,5,4,4,2,2,3,3,1,4,4,2,2,1,2,1,1,2,3,3,1,2,1,3,2,4,2,drink a lot,2,2,1,2,4,3,3,4,3,22,male
5,4,3,2,1,5,3,4,5,3,5,3,1,3,5,5,2,1,5,5,3,1,2,3,1,1,2,1,2,2,2,4,2,1,3,5,5,1,5,4,social drinker,5,3,4,4,3,4,5,2,4,20,female
5,3,3,1,2,2,2,4,4,3,3,3,2,4,4,3,4,3,4,4,2,1,4,4,1,1,1,3,1,3,1,,3,3,2,4,1,2,5,5,drink a lot,3,3,3,3,3,3,3,2,3,20,female
5,3,4,2,1,2,1,4,5,1,1,1,2,4,5,3,3,3,1,5,3,1,4,1,1,1,3,5,1,1,1,3,1,1,4,2,4,1,3,1,social drinker,2,2,5,1,4,1,2,1,1,19,female
3,3,4,2,2,2,1,4,2,1,1,3,2,5,5,4,3,3,4,2,4,2,1,4,1,5,2,3,4,1,1,3,4,1,5,4,3,5,4,1,social drinker,1,3,4,2,2,2,2,2,3,28,female
5,5,5,2,1,1,1,1,1,,,,5,1,5,5,5,1,5,2,3,1,5,1,5,2,5,5,5,2,1,5,5,1,5,5,5,1,5,4,drink a lot,5,5,5,5,3,5,5,5,3,19,female
