Wealth,Age,Gender,Region,TVRegion,LoyaltyStatus,SpendYTD,MemberLength,TargetBuy,TargetAmt
10,35,M,South East,London,Tin,0.01,8,1,1
12,33,F,South East,London,Tin,0.01,8,1,1
9,46,F,South East,London,Silver,5000,2,0,0
12,43,F,South East,London,Tin,0.01,9,1,1
17,33,U,South East,S & S East,Silver,5000,1,0,0
6,71,U,Scottish,Border,Gold,12000,2,0,0
14,35,F,Scottish,C Scotland,Tin,0.01,4,1,1
7,54,M,Midlands,Wales & West,Silver,4500,11,0,0
13,66,F,Scottish,N Scot,Silver,2000,5,1,1
16,37,F,South East,S & S East,Tin,0.01,8,1,1
3,58,M,North,N West,Silver,3000,2,0,0
10,49,M,South East,London,Tin,0.01,8,0,0
8,45,U,Midlands,Midlands,Tin,0.01,10,0,0
8,36,F,Midlands,Wales & West,Tin,0.01,8,1,1
4,71,U,North,N West,Gold,10500,15,0,0
10,54,F,South East,London,Silver,2000,5,1,1
8,55,M,Midlands,East,Tin,0.01,9,0,0
7,72,F,South East,S & S East,Platinum,26053.35,8,0,0
7,40,M,North,N West,Tin,0.01,4,0,0
3,55,F,Midlands,East,Tin,0.01,5,0,0
5,57,U,North,Yorkshire,Silver,5000,4,0,0
10,63,F,North,N West,Tin,0.01,8,0,0
10,53,U,Scottish,N Scot,Silver,1500,5,0,0
14,70,M,Midlands,East,Platinum,20294.5,3,0,0
14,56,U,South East,London,Gold,6000,2,0,0
12,49,F,Midlands,Ulster,Gold,14000,3,0,0
12,70,M,Midlands,Wales & West,Platinum,29374.72,24,1,1
3,77,F,North,N West,Gold,15053.82,4,0,0
6,63,M,Midlands,Midlands,Gold,18000,13,0,0
6,68,F,South East,London,Gold,19411.22,5,0,0
5,48,U,North,N West,Tin,0.01,5,0,0
5,68,F,North,N East,Silver,1500,9,0,0
7,49,M,Midlands,East,Tin,0.01,5,0,0
7,73,M,North,N East,Silver,2000,4,1,1
10,59,F,South East,London,Gold,6000,2,1,1
11,67,F,Midlands,Midlands,Gold,6000,2,1,1
10,56,F,Midlands,Wales & West,Gold,9000,1,0,0
7,56,F,Midlands,Wales & West,Platinum,20383.7,3,0,0
9,69,F,Scottish,C Scotland,Silver,5000,18,0,0
8,75,M,South East,London,Gold,8000,2,0,0
13,42,M,South East,S & S East,Tin,0.01,5,1,1
13,42,U,Midlands,Midlands,Silver,0.02,8,1,1
6,50,M,Midlands,Midlands,Silver,1000,6,0,0
7,51,M,South East,S & S East,Tin,0.01,5,0,0
12,25,F,North,N East,Gold,6000,2,1,1
10,50,F,South West,S West,Silver,3000,8,0,0
9,64,F,Midlands,East,Silver,300,7,1,1
7,55,U,Midlands,Wales & West,Silver,3000,8,0,0
15,61,F,South East,London,Gold,7500,4,0,0
11,67,M,North,N West,Gold,9000,2,0,0
10,37,M,South East,S & S East,Tin,0.01,7,0,0
9,55,F,Scottish,C Scotland,Silver,2000,4,0,0
10,67,F,South East,London,Silver,3000,8,0,0
12,43,F,Midlands,Midlands,Tin,0.01,5,0,0
5,45,F,South East,London,Gold,19465.7,3,0,0
12,75,F,South East,London,Platinum,24106.7,23,1,1
5,52,M,Midlands,Midlands,Silver,100,1,0,0
10,56,U,North,N West,Gold,6000,1,1,1
7,61,F,South East,S & S East,Tin,0.01,6,0,0
7,49,U,North,N West,Tin,0.01,5,0,0
8,63,F,Midlands,Ulster,Gold,7000,6,0,0
7,69,U,Midlands,Midlands,Silver,2000,11,0,0
4,42,F,North,N East,Tin,0.01,5,0,0
15,53,F,Midlands,East,Gold,6000,3,0,0
7,56,F,North,N West,Silver,0.02,5,0,0
2,40,M,South East,S & S East,Tin,0.01,5,0,0
5,35,F,South East,S & S East,Tin,0.01,5,0,0
7,53,M,South East,London,Silver,2460.01,8,0,0
6,35,F,South East,London,Tin,0.01,6,0,0
3,38,F,South East,London,Gold,5192.69,5,0,0
12,64,U,Midlands,Midlands,Silver,3750,10,0,0
16,28,U,Midlands,Midlands,Tin,0.01,4,1,1
8,29,F,South East,London,Silver,1500,4,1,1
7,71,U,South East,S & S East,Silver,1000,4,0,0
13,43,M,North,Yorkshire,Silver,50,11,0,0
6,70,F,South East,S & S East,Silver,1000,9,1,1
12,65,F,South West,S West,Silver,2215.4,4,1,1
13,57,F,South East,London,Tin,0.01,9,0,0
9,67,U,South East,London,Silver,1000,9,1,1
6,73,F,Midlands,Wales & West,Silver,600,7,0,0
3,73,U,Midlands,Midlands,Gold,6000,2,0,0
9,41,F,North,Yorkshire,Gold,12000,6,0,0
11,64,F,North,N West,Gold,6000,4,0,0
7,43,F,South East,S & S East,Tin,0.01,5,1,1
6,32,F,South East,London,Silver,3050,10,1,1
2,58,F,Midlands,Midlands,Gold,6550,12,0,0
6,70,F,North,N West,Gold,6000,8,0,0
16,60,M,South East,S & S East,Silver,3000,2,0,0
11,49,M,Midlands,East,Tin,0.01,10,0,0
5,62,F,Scottish,C Scotland,Gold,6000,5,0,0
6,49,F,North,N West,Silver,1608,10,0,0
7,59,F,Midlands,Midlands,Silver,5000,4,0,0
8,53,M,Midlands,Midlands,Silver,1000,5,0,0
9,32,M,South East,S & S East,Tin,0.01,5,1,1
8,37,F,South East,London,Tin,0.01,5,1,1
7,60,U,Midlands,Midlands,Gold,12053.34,3,0,0
20,62,F,North,Yorkshire,Silver,1600,4,1,1
6,32,F,North,Yorkshire,Silver,0.02,5,1,1
11,79,F,Midlands,Midlands,Silver,5000,16,0,0
12,37,F,South East,London,Gold,6000.01,5,1,1
8,62,F,South East,London,Gold,13500,5,0,0
8,68,F,Midlands,Wales & West,Silver,2200,5,0,0
9,51,F,Midlands,Midlands,Gold,6001.74,4,0,0
13,39,F,Scottish,C Scotland,Silver,1500,2,1,1
6,55,F,Midlands,Midlands,Gold,7000,29,1,1
3,57,F,South East,London,Silver,2500,6,0,0
12,50,F,South East,S & S East,Silver,600,9,1,1
9,36,M,Midlands,Wales & West,Tin,0.01,4,1,1
7,51,M,South East,London,Gold,6000,2,0,0
7,67,M,South East,London,Gold,12000,8,0,0
13,68,M,South East,London,Platinum,20364.36,3,0,0
12,53,U,North,N East,Tin,0.01,8,0,0
4,76,U,South East,S & S East,Silver,2000,12,0,0
16,47,F,South East,S & S East,Silver,2790,8,1,1
6,52,U,North,N West,Silver,500,11,0,0
6,44,F,Midlands,Wales & West,Tin,0.01,5,0,0
7,29,M,South East,London,Silver,360,8,1,1
9,55,U,Midlands,Midlands,Gold,20000,4,0,0
6,61,M,Midlands,Midlands,Silver,900,4,0,0
7,69,F,North,Yorkshire,Tin,0.01,9,0,0
8,70,F,South East,London,Silver,3000.01,15,0,0
5,43,F,North,N West,Tin,0.01,5,1,1
6,77,F,Midlands,Midlands,Gold,6000,3,0,0
25,36,F,North,N West,Silver,2000,5,1,3
8,38,F,South East,London,Gold,12035.57,6,1,1
10,66,U,South East,London,Gold,6053.35,7,0,0
15,58,M,North,Yorkshire,Silver,100,10,0,0
13,46,U,Midlands,Midlands,Silver,420,10,1,1
7,46,F,North,Yorkshire,Tin,0.01,18,0,0
11,63,M,South East,London,Silver,4000,1,0,0
4,75,F,North,N West,Tin,0.01,8,0,0
7,54,F,South East,S & S East,Tin,0.01,7,1,1
15,44,F,South East,London,Tin,0.01,4,1,2
12,65,M,North,N West,Gold,12100,10,0,0
6,46,F,North,Yorkshire,Silver,3000,1,0,0
8,67,F,South East,London,Gold,6000,7,1,1
7,45,F,South East,S & S East,Gold,6000,9,0,0
5,36,M,South East,London,Silver,50.01,8,0,0
9,27,F,South East,London,Gold,10000,3,0,0
11,59,U,South East,London,Gold,6000,2,0,0
8,46,M,Midlands,Midlands,Gold,6000,2,0,0
7,37,F,South East,London,Tin,0.01,10,0,0
6,78,F,North,Yorkshire,Gold,6000,21,0,0
4,79,M,South East,S & S East,Silver,2007.95,1,0,0
7,55,F,Scottish,C Scotland,Silver,2000,5,0,0
6,65,U,South East,London,Gold,6000,2,0,0
10,55,F,Scottish,C Scotland,Silver,1020,9,0,0
8,52,F,Midlands,East,Silver,3000,5,0,0
8,75,F,Midlands,Midlands,Gold,15000,4,0,0
6,44,F,South East,London,Silver,2000,1,1,1
10,36,F,North,Yorkshire,Silver,1100,4,1,1
6,64,M,South East,London,Silver,3000,14,0,0
7,47,M,North,N West,Tin,0.01,8,0,0
3,58,F,Midlands,Midlands,Gold,19171.95,13,0,0
9,48,M,Midlands,East,Gold,10500,5,0,0
6,65,F,Midlands,Midlands,Silver,3213.27,17,0,0
8,57,U,North,N West,Tin,0.01,8,0,0
6,44,F,South East,London,Tin,0.01,5,0,0
5,49,F,Midlands,Wales & West,Gold,16000,4,0,0
5,44,F,Midlands,East,Silver,1005,8,1,1
12,38,F,South East,London,Gold,15500,5,0,0
8,46,F,North,N West,Tin,0.01,8,0,0
10,28,F,South East,London,Tin,0.01,5,1,1
6,73,F,South East,London,Gold,9053.35,7,0,0
2,36,U,South East,S & S East,Tin,0.01,8,0,0
5,74,F,South East,S & S East,Silver,3000,2,0,0
6,48,M,South East,S & S East,Gold,6053.34,4,0,0
9,62,U,Midlands,Midlands,Gold,6000,11,0,0
9,44,U,Midlands,Wales & West,Gold,12000,20,1,1
11,58,F,Midlands,Midlands,Platinum,20406.2,3,1,1
13,71,F,South East,S & S East,Tin,0.01,5,1,1
7,65,U,Midlands,Midlands,Gold,5800,2,0,0
10,76,F,North,Yorkshire,Gold,11800,8,0,0
10,58,F,Midlands,Midlands,Gold,6000,2,0,0
8,69,M,South East,S & S East,Silver,1420,24,0,0
8,72,M,Midlands,Wales & West,Gold,7000,4,1,1
12,33,F,North,N West,Silver,500,9,1,2
6,29,M,South East,London,Gold,10000,1,0,0
10,39,F,Scottish,C Scotland,Gold,10000,3,1,1
8,59,U,Midlands,Wales & West,Gold,6860,9,0,0
7,45,M,South East,S & S East,Tin,0.01,5,0,0
9,68,F,Midlands,East,Gold,12000,2,0,0
16,49,F,South East,London,Silver,2000,2,1,1
7,74,F,North,N East,Tin,0.01,8,0,0
14,45,M,Midlands,Midlands,Gold,7000,2,0,0
12,73,U,Scottish,C Scotland,Silver,3000,3,0,0
10,54,M,Midlands,East,Platinum,50050,10,1,1
2,63,F,South East,London,Silver,5000,1,0,0
18,62,M,North,Yorkshire,Platinum,23000,9,1,1
9,32,F,Midlands,Midlands,Gold,10000,1,1,1
11,58,M,South East,London,Tin,0.01,8,0,0
6,67,U,Scottish,C Scotland,Tin,0.01,5,0,0
6,58,M,Midlands,Midlands,Platinum,20610.65,3,0,0
5,58,M,South West,S West,Silver,3000,8,0,0
13,48,F,South East,S & S East,Tin,0.01,8,1,2
10,57,F,South East,London,Silver,3053.35,12,1,1
17,57,M,South East,London,Gold,12105.32,8,0,0
4,65,F,Midlands,Wales & West,Gold,6000,2,1,1
8,75,M,South East,S & S East,Gold,6000,2,1,1
12,34,U,South East,London,Tin,0.01,8,0,0
6,74,M,South East,S & S East,Silver,3000,12,0,0
6,76,F,South East,London,Tin,0.01,8,0,0
6,58,F,South East,London,Silver,3000,2,0,0
5,36,F,South East,London,Tin,0.01,5,0,0
10,37,F,Midlands,Midlands,Tin,0.01,5,0,0
13,35,F,Midlands,East,Tin,0.01,8,1,2
9,43,F,South East,London,Silver,50.01,8,1,1
10,44,M,Midlands,Midlands,Tin,0.01,8,1,1
4,38,F,North,N West,Tin,0.01,8,0,0
8,57,U,Midlands,Wales & West,Silver,3000,8,0,0
13,62,F,South East,London,Gold,18426.67,8,0,0
9,55,F,South West,S West,Platinum,24300,9,0,0
10,46,M,South East,London,Silver,3120,9,0,0
7,66,M,Midlands,Wales & West,Silver,1200,8,0,0
8,56,F,South East,S & S East,Tin,0.01,5,0,0
8,55,M,South West,S West,Silver,23.84,18,0,0
8,53,M,South East,London,Tin,0.01,4,0,0
14,58,F,North,N East,Silver,100,18,1,2
8,56,F,South East,S & S East,Tin,0.01,8,0,0
11,67,F,Scottish,Border,Gold,12620.93,11,1,1
8,51,F,South West,S West,Tin,0.01,5,0,0
10,55,U,Midlands,East,Tin,0.01,5,0,0
7,65,M,South East,S & S East,Silver,3000,8,0,0
13,69,M,North,N West,Silver,5000,5,0,0
8,57,M,Midlands,Midlands,Gold,17496.51,16,0,0
11,36,F,South West,S West,Tin,0.01,7,1,1
7,51,U,North,Yorkshire,Gold,6000,3,0,0
5,58,F,North,N West,Silver,1000,5,0,0
7,65,F,South East,London,Gold,12000,2,0,0
6,59,U,South East,London,Silver,5000,6,0,0
8,51,M,North,N West,Tin,0.01,4,0,0
7,62,M,Midlands,Midlands,Silver,4884.25,11,0,0
6,70,M,South East,S & S East,Platinum,32000,4,0,0
6,41,F,North,N East,Silver,3052.66,10,1,1
11,48,M,North,N West,Gold,6000,1,0,0
20,22,M,South East,S & S East,Silver,100,2,1,2
9,74,F,Midlands,Midlands,Gold,6000,12,0,0
9,32,F,North,N West,Gold,6000,2,1,1
8,32,F,North,N East,Tin,0.01,5,0,0
13,49,F,Midlands,Midlands,Silver,500,9,0,0
10,28,U,South East,London,Gold,7000,16,0,0
12,63,M,South East,S & S East,Gold,5500,13,0,0
12,76,M,North,Yorkshire,Silver,364.38,9,0,0
9,59,U,Midlands,Midlands,Silver,3000,8,0,0
8,59,F,North,N West,Silver,3000,9,1,2
6,56,U,North,N West,Gold,7305.32,9,0,0
8,71,F,South East,London,Platinum,20767.52,3,0,0
10,63,M,South East,London,Gold,6000,4,0,0
4,61,F,North,Yorkshire,Silver,3000,1,0,0
5,43,U,South East,London,Silver,50,10,0,0
11,48,F,South East,London,Silver,900,5,1,1
5,58,U,South West,S West,Tin,0.01,5,0,0
6,57,U,South East,London,Silver,4500,8,0,0
16,47,M,North,Yorkshire,Silver,1000,5,0,0
7,53,M,North,N West,Tin,0.01,4,0,0
6,77,F,Midlands,East,Gold,6000,32,0,0
7,69,M,Midlands,East,Platinum,25162.77,4,0,0
12,52,U,Scottish,C Scotland,Tin,0.01,5,0,0
18,48,M,Midlands,East,Tin,0.01,7,1,2
8,71,F,North,N West,Silver,4884.25,31,1,1
16,58,F,South East,S & S East,Silver,5000,9,0,0
8,51,F,South East,London,Silver,3000,5,0,0
11,54,F,Midlands,Wales & West,Silver,1500,8,0,0
12,61,U,South East,S & S East,Gold,6000,1,0,0
16,69,F,South East,S & S East,Silver,3000,8,0,0
11,49,F,South East,London,Tin,0.01,5,0,0
6,47,M,South East,London,Tin,0.01,8,0,0
12,49,F,Midlands,Wales & West,Silver,600,5,1,1
9,55,F,South East,London,Gold,10000,5,1,1
7,67,F,Midlands,Midlands,Gold,11035.58,9,0,0
9,61,M,South East,London,Silver,1000,4,0,0
4,49,M,Midlands,East,Silver,900,9,0,0
10,45,U,North,Yorkshire,Tin,0.01,10,0,0
10,54,F,Midlands,Midlands,Silver,100.01,5,0,0
8,72,F,Midlands,East,Tin,0.01,8,1,1
14,52,F,Midlands,Midlands,Gold,6053.34,6,1,1
6,65,F,Midlands,Midlands,Silver,3000,2,0,0
9,70,F,Midlands,Midlands,Silver,3000,5,1,1
10,40,F,Midlands,Midlands,Tin,0.01,5,1,1
7,53,U,Scottish,C Scotland,Silver,3000,7,0,0
3,69,U,Scottish,C Scotland,Gold,6000,12,0,0
5,74,F,North,N West,Gold,6000,2,0,0
7,33,F,South East,London,Silver,1500,13,1,1
8,58,F,South East,London,Tin,0.01,4,0,0
11,47,U,South East,London,Gold,6053.35,6,0,0
11,53,F,Midlands,Wales & West,Tin,0.01,8,1,1
8,46,F,South East,S & S East,Silver,3000,22,0,0
11,50,U,South East,London,Tin,0.01,5,0,0
3,70,F,South East,London,Silver,3000,8,0,0
14,40,F,South East,S & S East,Silver,100,1,1,1
8,56,M,Midlands,Midlands,Silver,3000,10,0,0
8,46,F,South East,S & S East,Tin,0.01,4,0,0
8,44,F,South East,London,Tin,0.01,5,0,0
7,48,F,South East,London,Gold,6105.32,7,1,2
15,71,F,Midlands,Midlands,Silver,1500,5,1,1
9,32,F,South East,London,Silver,600,1,1,1
7,51,F,South East,London,Tin,0.01,9,0,0
9,60,F,Scottish,N Scot,Gold,11858.52,2,0,0
6,52,F,Midlands,Midlands,Gold,8200,7,0,0
8,48,M,North,Yorkshire,Tin,0.01,7,0,0
12,74,M,South East,S & S East,Tin,0.01,7,1,1
4,42,F,South East,London,Silver,4884.25,8,1,1
15,67,U,Midlands,Wales & West,Silver,1000,9,1,1
5,23,M,North,N West,Silver,480,5,0,0
7,33,F,South East,London,Silver,2000,11,0,0
6,50,U,Midlands,East,Tin,0.01,5,0,0
4,51,F,South East,London,Silver,2200,14,0,0
9,72,U,Midlands,Midlands,Gold,12000,17,0,0
13,72,U,Midlands,East,Gold,11500,3,0,0
12,60,U,Scottish,C Scotland,Gold,8400,3,0,0
5,20,F,Midlands,Midlands,Silver,1208.13,3,1,1
9,29,F,South East,London,Gold,10000,3,1,1
16,43,F,Midlands,Wales & West,Tin,0.01,6,1,1
11,63,F,North,N West,Silver,300,9,1,1
10,55,U,Midlands,Midlands,Gold,12000,6,0,0
12,61,F,Midlands,Midlands,Silver,1500,5,0,0
7,78,U,North,Yorkshire,Silver,435,5,0,0
4,43,F,Midlands,Midlands,Gold,6000,8,0,0
9,63,U,South East,London,Silver,1705.44,21,0,0
10,53,F,South East,London,Gold,9630,10,0,0
7,60,F,Midlands,Midlands,Silver,4000,1,1,1
9,45,M,South East,London,Silver,2000,4,0,0
12,40,F,Midlands,East,Silver,2000,4,0,0
11,68,F,South East,S & S East,Gold,15000,3,0,0
10,51,F,North,N West,Silver,3422.48,6,0,0
14,57,M,South East,London,Silver,800,9,1,1
8,74,U,Midlands,East,Gold,9000,13,0,0
7,43,U,South East,London,Tin,0.01,8,0,0
10,51,F,Midlands,Midlands,Tin,0.01,5,0,0
7,31,F,North,Yorkshire,Silver,531.36,7,0,0
11,24,F,South East,S & S East,Gold,6053.35,6,1,1
8,45,F,North,Yorkshire,Tin,0.01,4,0,0
4,46,M,South East,London,Silver,3000,9,0,0
13,33,U,Midlands,Midlands,Tin,0.01,5,0,0
2,61,U,Midlands,Wales & West,Gold,8513,4,0,0
6,55,F,South East,London,Tin,0.01,5,1,1
12,66,U,Midlands,Midlands,Gold,6000,2,0,0
4,47,U,South East,London,Silver,3000,8,0,0
10,55,F,South East,London,Silver,4234.11,12,0,0
12,65,M,North,N West,Silver,3000,8,0,0
7,66,F,Scottish,C Scotland,Gold,6000,6,0,0
20,48,M,Midlands,Midlands,Silver,500,9,1,2
6,51,U,Midlands,East,Tin,0.01,8,0,0
9,57,M,South East,London,Silver,3000,1,0,0
4,77,F,South East,London,Gold,6035.46,9,0,0
11,44,F,South East,London,Gold,6053.35,7,0,0
12,27,M,Midlands,Midlands,Tin,0.01,5,0,0
6,64,F,South East,S & S East,Silver,1440,4,0,0
8,59,F,South East,London,Tin,0.01,5,0,0
7,67,M,South East,London,Silver,50.01,9,0,0
10,57,U,Midlands,Midlands,Tin,0.01,9,0,0
13,50,M,North,Yorkshire,Silver,500,5,0,0
11,36,F,South East,S & S East,Gold,9053.35,6,1,1
10,35,F,South East,London,Tin,0.01,4,0,0
12,41,F,Midlands,Midlands,Tin,0.01,8,1,1
8,48,M,North,N East,Tin,0.01,5,0,0
5,36,F,Midlands,Wales & West,Silver,75,2,1,1
9,67,F,Midlands,East,Gold,12105.32,8,0,0
10,63,U,South East,London,Tin,0.01,8,0,0
16,70,F,Midlands,Midlands,Gold,19053.34,14,1,1
3,72,F,Scottish,C Scotland,Silver,3000,16,0,0
10,36,F,Midlands,Midlands,Tin,0.01,4,1,1
7,33,U,North,Yorkshire,Silver,2000,1,0,0
8,44,M,Midlands,Midlands,Gold,6107.64,6,0,0
6,77,F,South East,London,Silver,3000,8,0,0
8,64,F,North,Yorkshire,Gold,10300,8,0,0
5,28,F,North,Yorkshire,Tin,0.01,5,1,1
4,73,U,South West,S West,Gold,12000,1,0,0
13,41,U,South East,London,Gold,6053.35,6,0,0
10,51,F,South East,London,Gold,10000,1,0,0
8,51,F,Midlands,Midlands,Gold,6000,2,0,0
6,27,U,Midlands,East,Tin,0.01,4,1,1
11,42,F,South East,London,Gold,6000,4,0,0
12,54,M,North,N West,Silver,3000,12,0,0
8,40,M,South West,S West,Silver,420,1,0,0
9,38,F,South East,London,Tin,0.01,8,1,1
5,51,M,Midlands,Wales & West,Tin,0.01,8,0,0
6,45,U,Midlands,Wales & West,Silver,1000,1,0,0
6,39,F,Midlands,Wales & West,Silver,2000,5,1,1
12,50,U,Midlands,Wales & West,Tin,0.01,5,0,0
8,56,U,South East,London,Gold,6000,5,0,0
9,50,F,Midlands,Wales & West,Gold,6000,1,0,0
7,41,M,Midlands,Midlands,Gold,6315,10,0,0
11,70,F,South East,S & S East,Tin,0.01,6,1,1
5,40,U,South East,S & S East,Silver,2500,1,0,0
13,48,F,South East,London,Gold,6000,9,0,0
5,28,F,Midlands,Midlands,Tin,0.01,5,0,0
4,62,F,North,N West,Gold,6000,9,0,0
11,70,M,Scottish,N Scot,Gold,6053.34,11,1,1
18,38,F,North,N East,Silver,1000,4,1,3
9,76,F,Midlands,Wales & West,Tin,0.01,7,0,0
12,49,M,North,Yorkshire,Silver,2350,8,0,0
9,57,M,Scottish,C Scotland,Gold,6000,2,0,0
3,74,F,South East,London,Silver,4000,2,1,1
10,36,F,South East,London,Silver,600,5,1,1
13,55,M,South East,S & S East,Gold,11000,1,1,2
14,50,F,North,Yorkshire,Silver,5000,3,0,0
16,31,F,South East,London,Tin,0.01,5,1,1
14,43,F,South West,S West,Tin,0.01,4,1,1
9,76,M,Midlands,East,Platinum,22025,4,0,0
10,65,F,South East,London,Tin,0.01,8,0,0
8,58,M,Midlands,Wales & West,Tin,0.01,4,0,0
8,39,F,Scottish,C Scotland,Tin,0.01,5,1,1
6,65,F,North,N East,Gold,9768.5,24,1,1
8,44,F,South East,S & S East,Silver,3500,11,0,0
10,47,F,South East,London,Silver,3000,9,0,0
10,63,M,Midlands,East,Gold,6000,2,0,0
7,51,M,Midlands,East,Tin,0.01,8,0,0
11,51,F,South East,London,Tin,0.01,8,0,0
8,52,F,South East,S & S East,Tin,0.01,5,0,0
14,50,F,North,Yorkshire,Gold,10166.01,11,0,0
8,47,F,Midlands,Midlands,Silver,5000,2,0,0
7,64,F,Midlands,East,Silver,2000,5,0,0
16,60,M,South West,S West,Gold,6105.32,12,0,0
8,52,F,North,Yorkshire,Silver,4199.92,2,0,0
8,54,F,South East,S & S East,Tin,0.01,7,0,0
7,43,F,North,N West,Silver,4000,4,0,0
26,55,F,Midlands,Midlands,Gold,6000,13,1,2
15,62,U,North,N West,Gold,8400,6,0,0
7,22,M,South East,London,Gold,6000,1,0,0
10,56,F,North,N West,Gold,6000,2,1,1
6,57,M,South East,S & S East,Tin,0.01,5,0,0
7,49,M,South East,London,Silver,5000,11,0,0
5,41,M,North,N West,Tin,0.01,9,1,1
5,74,F,North,N East,Gold,13791.44,14,0,0
14,36,F,South East,S & S East,Tin,0.01,11,1,1
18,33,F,Midlands,Midlands,Silver,500,9,1,3
3,56,U,Scottish,C Scotland,Gold,16000,1,0,0
14,36,F,South East,S & S East,Silver,0.02,5,0,0
4,39,F,South East,London,Silver,3000,3,0,0
9,19,F,South East,S & S East,Gold,6000,1,0,0
4,40,F,South East,London,Silver,1167.88,2,0,0
12,63,F,South East,S & S East,Tin,0.01,4,0,0
12,36,F,Midlands,East,Tin,0.01,4,1,1
13,48,M,North,N West,Silver,3000,4,0,0
4,43,U,Scottish,Border,Tin,0.01,5,0,0
8,53,F,North,N East,Silver,1000,1,0,0
5,79,F,South East,S & S East,Silver,500,9,0,0
13,42,F,Midlands,Ulster,Silver,3200,8,0,0
6,53,F,Midlands,Ulster,Silver,3000,5,0,0
8,57,U,South East,London,Gold,10000,25,0,0
7,63,F,Midlands,Midlands,Silver,4035.88,9,0,0
9,61,U,North,N West,Gold,7000,5,0,0
9,52,M,North,N West,Silver,1000,4,0,0
11,57,M,Midlands,Midlands,Silver,3000,8,1,2
7,37,F,South East,London,Tin,0.01,9,1,1
7,58,F,South East,S & S East,Silver,1000,11,0,0
16,55,U,South East,London,Tin,0.01,9,1,2
4,49,U,North,N West,Gold,6000,3,0,0
20,41,F,South East,London,Tin,0.01,5,1,2
14,52,F,North,N West,Gold,20000,4,1,2
6,53,M,North,Yorkshire,Gold,12053.35,5,0,0
7,47,F,South East,London,Tin,0.01,8,0,0
4,69,M,Scottish,C Scotland,Silver,1500,5,0,0
11,52,M,South East,S & S East,Gold,6052.65,8,0,0
17,52,M,South East,S & S East,Silver,1000,1,0,0
14,62,M,Midlands,Midlands,Silver,2000,5,0,0
12,62,F,North,N West,Gold,12105.32,8,0,0
5,49,F,Midlands,Wales & West,Gold,5040,4,0,0
7,78,F,South East,London,Gold,6000,5,0,0
5,69,U,Midlands,Wales & West,Silver,3202.15,9,0,0
8,60,M,South East,London,Gold,13000,13,0,0
6,62,F,South East,S & S East,Gold,8300,8,0,0
9,44,F,North,N East,Tin,0.01,5,1,1
9,67,U,South East,London,Tin,0.01,5,0,0
14,74,F,North,Yorkshire,Tin,0.01,8,0,0
5,62,M,Midlands,Midlands,Tin,0.01,5,0,0
5,54,F,South East,London,Silver,4000,4,0,0
15,44,F,South East,London,Tin,0.01,8,1,2
11,27,U,Midlands,East,Tin,0.01,5,1,1
7,45,F,Midlands,Midlands,Tin,0.01,8,0,0
10,31,U,Midlands,Midlands,Tin,0.01,4,0,0
11,29,F,North,N West,Silver,1000,9,1,2
2,54,F,South East,London,Tin,0.01,8,0,0
6,51,M,Scottish,C Scotland,Gold,15053.35,7,0,0
9,47,U,South East,London,Gold,10000,1,0,0
6,49,F,South East,London,Tin,0.01,8,0,0
7,49,F,South East,London,Tin,0.01,9,0,0
9,50,M,Scottish,C Scotland,Gold,12000,1,0,0
12,49,U,South East,London,Gold,6105.32,7,0,0
9,67,F,South East,S & S East,Silver,1000,4,0,0
9,48,M,Midlands,Midlands,Tin,0.01,8,0,0
5,35,U,Scottish,C Scotland,Tin,0.01,5,0,0
5,57,F,Midlands,East,Gold,6000,2,0,0
8,62,M,Scottish,C Scotland,Silver,2679.2,18,0,0
9,57,F,Midlands,Midlands,Tin,0.01,11,0,0
8,40,F,Midlands,Midlands,Tin,0.01,10,1,1
6,51,F,South East,S & S East,Silver,1000,5,0,0
11,45,F,North,N West,Tin,0.01,5,0,0
9,59,F,South East,London,Silver,1000,4,0,0
7,31,M,Midlands,Midlands,Tin,0.01,7,1,1
10,47,F,Midlands,Wales & West,Silver,37.01,2,0,0
7,38,M,South East,London,Silver,350,7,0,0
9,51,U,North,N East,Gold,6000,4,0,0
6,73,F,South East,London,Gold,9107.17,11,0,0
10,52,M,Midlands,Ulster,Silver,360,9,0,0
13,77,F,South East,London,Gold,6000,5,0,0
6,70,F,Midlands,Midlands,Silver,3000,5,0,0
3,62,F,Midlands,Midlands,Tin,0.01,11,0,0
4,70,U,South East,London,Tin,0.01,4,0,0
10,62,F,North,N West,Gold,9000,3,0,0
3,41,M,Midlands,Midlands,Tin,0.01,5,0,0
13,52,M,North,N East,Gold,6000,1,0,0
17,54,U,North,N West,Silver,100,1,0,0
5,67,M,North,N East,Silver,3300.01,28,0,0
10,67,F,South East,S & S East,Gold,6000,31,0,0
12,40,F,Midlands,Midlands,Platinum,20487.4,3,1,1
13,60,F,Scottish,C Scotland,Platinum,22000,5,1,1
13,64,F,South East,London,Tin,0.01,7,1,1
6,51,M,South East,S & S East,Gold,18106.7,7,0,0
8,32,U,South East,London,Silver,1420,4,0,0
8,71,F,Midlands,East,Platinum,20500,5,1,1
8,45,F,South East,S & S East,Silver,2000,6,0,0
5,62,M,South East,London,Tin,0.01,7,0,0
6,67,F,South East,London,Gold,7000,6,0,0
2,55,F,South East,London,Tin,0.01,8,0,0
